id,name,set_number,card_number,ink_color,rarity
964,Banzai - Gluttonous Predator,5,80,Emerald,Rare
965,Ed - Hysterical Partygoer,5,81,Emerald,Uncommon
966,Scroop - Odious Mutineer,5,82,Emerald,Super Rare
967,Prince Phillip - Swordsman of the Realm,5,83,Emerald,Super Rare
968,Clarabelle - Light on Her Hooves,5,84,Emerald,Legendary
969,Anna - Diplomatic Queen,5,85,Emerald,Legendary
970,Clarabelle - Clumsy Guest,5,86,Emerald,Common
971,Banzai - Taunting Hyena,5,87,Emerald,Common
972,Robin Hood - Sneaky Sleuth,5,88,Emerald,Uncommon
973,Mother Gothel - Conceited Manipulator,5,89,Emerald,Uncommon
974,Clarabelle - Contented Wallflower,5,90,Emerald,Uncommon
975,Shenzi - Head Hyena,5,91,Emerald,Rare
976,Mother Gothel - Unwavering Schemer,5,92,Emerald,Super Rare
977,Scar - Vengeful Lion,5,93,Emerald,Rare
978,Hypnotic Deduction,5,94,Emerald,Common
979,Night Howler Rage,5,95,Emerald,Common
980,You're Welcome,5,96,Emerald,Uncommon
981,Remember Who You Are,5,97,Emerald,Rare
982,Prince John's Mirror,5,98,Emerald,Rare
983,Obscurosphere,5,99,Emerald,Common
984,Emerald Chromicon,5,100,Emerald,Uncommon
985,Sherwood Forest - Outlaw Hideaway,5,101,Emerald,Rare
986,Tropical Rainforest - Jaguar Lair,5,102,Emerald,Uncommon
987,Taffyta Muttonfudge - Ruthless Rival,5,103,Ruby,Uncommon
988,Wreck-It Ralph - Demolition Dude,5,104,Ruby,Rare
989,Maximus - Team Champion,5,105,Ruby,Super Rare
990,Turbo - Royal Hack,5,106,Ruby,Uncommon
991,Donald Duck - Pie Slinger,5,107,Ruby,Legendary
992,Rancis Fluggerbutter - Chocolate Charger,5,108,Ruby,Common
993,Scar - Betrayer,5,109,Ruby,Uncommon
994,Snowanna Rainbeau - Cool Competitor,5,110,Ruby,Common
995,Daisy Duck - Spotless Food-Fighter,5,111,Ruby,Common
996,Mickey Mouse - Enthusiastic Dancer,5,112,Ruby,Common
997,Ratigan - Raging Rat,5,113,Ruby,Common
998,Taffyta Muttonfudge - Crowd Favorite,5,114,Ruby,Common
999,Denahi - Avenging Brother,5,115,Ruby,Rare
1000,Pete - Steamboat Rival,5,116,Ruby,Super Rare
1001,Taffyta Muttonfudge - Sour Speedster,5,117,Ruby,Uncommon
1002,Robin Hood - Sharpshooter,5,118,Ruby,Legendary
1003,Gaston - Pure Paragon,5,119,Ruby,Rare
1004,Pete - Pastry Chomper,5,120,Ruby,Common
1005,Arthur - Novice Sparrow,5,121,Ruby,Uncommon
1006,Donald Duck - Daisy's Date,5,122,Ruby,Common
1007,Ratigan - Party Crasher,5,123,Ruby,Rare
1008,Vanellope Von Schweetz - Random Roster Racer,5,124,Ruby,Rare
1009,Simba - Adventurous Successor,5,125,Ruby,Common
1010,Minnie Mouse - Dazzling Dancer,5,126,Ruby,Uncommon
1011,Break Free,5,127,Ruby,Common
1012,Evil Comes Prepared,5,128,Ruby,Common
1013,Don't Let The Frostbite Bite,5,129,Ruby,Rare
1014,Glimmer vs Glimmer,5,130,Ruby,Uncommon
1015,Who's With Me?,5,131,Ruby,Super Rare
1016,Potion of Might,5,132,Ruby,Common
1017,The Sword Released,5,133,Ruby,Rare
1018,Ruby Chromicon,5,134,Ruby,Uncommon
1019,Sugar Rush Speedway - Starting Line,5,135,Ruby,Rare
1020,Ratigan's Party - Seedy Back Room,5,136,Ruby,Uncommon
1021,King Candy - Sovereign of Sugar,5,137,Sapphire,Common
1022,Chaca - Impressive Daughter,5,138,Sapphire,Common
1023,The Queen - Cruelest of All,5,139,Sapphire,Common
1024,Scrooge McDuck - Afficionado of Antiquities,5,140,Sapphire,Rare
1025,Prince John - Opportunistic Briber,5,141,Sapphire,Common
1026,Merlin - Back from Bermuda,5,142,Sapphire,Common
1027,Pacha - Emperor's Guide,5,143,Sapphire,Uncommon
1028,The Queen - Fairest of All,5,144,Sapphire,Super Rare
1029,Sheriff Of Nottingham - Bushel Britches,5,145,Sapphire,Rare
1030,Chicha - Dedicated Mother,5,146,Sapphire,Rare
1031,Prince John - Gold Lover,5,147,Sapphire,Super Rare
1032,The Queen - Crown of the Council,5,148,Sapphire,Rare
1033,Kuzco - Selfish Emperor,5,149,Sapphire,Super Rare
1034,Mufasa - Ruler of Pride Rock,5,150,Sapphire,Legendary
1035,Ludwig Von Drake - Self-Proclaimed Genius,5,151,Sapphire,Uncommon
1036,Minnie Mouse - Quick-Thinking Inventor,5,152,Sapphire,Common
1037,Basil - Practiced Detective,5,153,Sapphire,Common
1038,King Candy - Sweet Abomination,5,154,Sapphire,Uncommon
1039,Donald Duck - Focused Flatfoot,5,155,Sapphire,Common
1040,Tanana - Wise Woman,5,156,Sapphire,Common
1041,Tipo - Growing Son,5,157,Sapphire,Uncommon
1042,Belle - Of the Ball,5,158,Sapphire,Rare
1043,Merlin - Intellectual Visionary,5,159,Sapphire,Legendary
1044,Vision of the Future,5,160,Sapphire,Common
1045,Royal Tantrum,5,161,Sapphire,Rare
1046,Ever as Before,5,162,Sapphire,Common
1047,Hide Away,5,163,Sapphire,Uncommon
1048,All Funned Out,5,164,Sapphire,Uncommon
1049,Medal of Heroes,5,165,Sapphire,Common
1050,Basil's Magnifying Glass,5,166,Sapphire,Rare
1051,Merlin's Carpetbag,5,167,Sapphire,Uncommon
1052,Sapphire Chromicon,5,168,Sapphire,Uncommon
1053,The Great Illuminary - Radiant Ballroom,5,169,Sapphire,Rare
1054,Merlin's Cottage - The Wizard's Home,5,170,Sapphire,Uncommon
1055,Stitch - Team Underdog,5,171,Steel,Uncommon
1056,Jafar - Tyrannical Hypnotist,5,172,Steel,Legendary
1057,Simba - Lost Prince,5,173,Steel,Common
1058,Rudy - Groove Disrupter,5,174,Steel,Common
1059,Royal Guard - Bovine Protector,5,175,Steel,Common
1060,Mickey Mouse - Food Fight Defender,5,176,Steel,Common
1061,Sleepy - Sluggish Knight,5,177,Steel,Uncommon
1062,Kronk - Unlicensed Investigator,5,178,Steel,Common
1063,HeiHei - Protective Rooster,5,179,Steel,Common
1064,Sneezy - Noisy Knight,5,180,Steel,Common
1065,Dopey - Knight Apprentice,5,181,Steel,Common
1066,Namaari - Resolute Daughter,5,182,Steel,Rare
1067,Snow White - Fair-Hearted,5,183,Steel,Super Rare
1068,Yzma - Unjustly Treated,5,184,Steel,Rare
1069,Kronk - Head of Security,5,185,Steel,Super Rare
1070,Grumpy - Skeptical Knight,5,186,Steel,Super Rare
1071,Pete - Wrestling Champ,5,187,Steel,Rare
1072,Sir Ector - Castle Lord,5,188,Steel,Rare
1073,Bashful - Adoring Knight,5,189,Steel,Uncommon
1074,Arthur - Wart,5,190,Steel,Uncommon
1075,Happy - Lively Knight,5,191,Steel,Common
1076,Simba - Son of Mufasa,5,192,Steel,Uncommon
1077,Doc - Bold Knight,5,193,Steel,Rare
1078,Arthur - King Victorious,5,194,Steel,Legendary
1079,Pete - Games Referee,5,195,Steel,Uncommon
1080,Tug-of-War,5,196,Steel,Rare
1081,When Will My Life Begin?,5,197,Steel,Common
1082,Duck for Cover!,5,198,Steel,Common
1083,Food Fight!,5,199,Steel,Uncommon
1084,Shield of Arendelle,5,200,Steel,Common
1085,Plate Armor,5,201,Steel,Rare
1086,Steel Chromicon,5,202,Steel,Uncommon
1087,Bad-Anon - Villain Support Center,5,203,Steel,Rare
1088,Seven Dwarfs' Mine - Secure Fortress,5,204,Steel,Uncommon
1089,Prince Naveen - Ukulele Player,5,205,Amber,Enchanted
1090,Vanellope von Schweetz - Sugar Rush Princess,5,206,Amber,Enchanted
1091,Revive,5,207,Amber,Enchanted
1092,Archimedes - Electrified Owl,5,208,Amethyst,Enchanted
1093,Olaf - Happy Passenger,5,209,Amethyst,Enchanted
1094,Finders Keepers,5,210,Amethyst,Enchanted
1095,Clarabelle - Light on Her Hooves,5,211,Emerald,Enchanted
1096,Scar - Vengeful Lion,5,212,Emerald,Enchanted
1097,You're Welcome,5,213,Emerald,Enchanted
1098,Donald Duck - Pie Slinger,5,214,Ruby,Enchanted
1099,Robin Hood - Sharpshooter,5,215,Ruby,Enchanted
1100,Ratigan's Party - Seedy Back Room,5,216,Ruby,Enchanted
1101,Mufasa - Ruler of Pride Rock,5,217,Sapphire,Enchanted
1102,King Candy - Sweet Abomination,5,218,Sapphire,Enchanted
1103,Royal Tantrum,5,219,Sapphire,Enchanted
1104,Snow White - Fair-Hearted,5,220,Steel,Enchanted
1105,Arthur - King Victorious,5,221,Steel,Enchanted
1106,Bad-Anon - Villain Support Center,5,222,Steel,Enchanted
1107,Half Hexwell Crown,5,223,Amethyst,Rare
